StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade
9,77,2,1,1,1,1,18,2,3,1,61,65,1,0,2
9,77,2,1,1,1,1,28,1,16,0,51,66,1,2,2
9,77,0,0,1,1,1,24,3,4,1,63,76,1,0,1
9,77,0,0,1,1,1,18,2,3,1,61,65,1,0,2
9,77,0,0,1,1,1,28,1,16,0,51,66,1,2,2
22,71,1,1,0,1,1,20,0,18,0,71,52,1,2,3
22,71,1,0,2,1,1,20,0,18,0,71,52,1,2,3
22,71,1,0,0,1,1,20,0,18,0,71,52,1,2,3
22,71,1,1,1,1,1,20,0,18,0,71,52,1,2,3
22,71,2,1,1,1,1,20,0,18,0,71,52,1,2,3
22,71,0,1,1,1,1,20,0,18,0,71,52,1,2,3
22,71,1,1,0,1,1,20,0,18,0,71,52,1,2,3
18,68,1,0,1,1,1,26,0,20,0,93,92,0,2,0
18,68,1,0,1,1,1,18,3,20,0,55,98,0,0,0
18,68,2,0,0,1,1,26,0,20,0,93,92,0,2,0
18,68,2,0,0,1,1,18,3,20,0,55,98,0,0,0
18,68,2,1,0,1,1,26,0,20,0,93,92,0,2,0
18,68,2,1,0,1,1,18,3,20,0,55,98,0,0,0
18,68,2,1,2,1,1,26,0,20,0,93,92,0,2,0
18,68,2,1,2,1,1,18,3,20,0,55,98,0,0,0
18,68,1,1,2,1,1,26,0,20,0,93,92,0,2,0
18,68,1,1,2,1,1,18,3,20,0,55,98,0,0,0
18,68,2,1,2,1,1,26,0,20,0,93,92,0,2,0
18,68,2,1,2,1,1,18,3,20,0,55,98,0,0,0
18,68,0,1,1,1,1,26,0,20,0,93,92,0,2,0
18,68,0,1,1,1,1,18,3,20,0,55,98,0,0,0
18,68,2,0,1,1,1,26,0,20,0,93,92,0,2,0
18,68,2,0,1,1,1,18,3,20,0,55,98,0,0,0
18,68,2,1,2,1,1,26,0,20,0,93,92,0,2,0
18,68,2,1,2,1,1,18,3,20,0,55,98,0,0,0
16,86,1,1,1,1,1,26,1,10,1,92,94,1,1,0
16,86,1,1,1,1,1,18,2,15,1,100,98,1,1,0
16,86,1,1,1,1,1,29,1,15,0,60,92,1,2,0
16,86,2,0,1,1,1,26,1,10,1,92,94,1,1,0
16,86,2,0,1,1,1,18,2,15,1,100,98,1,1,0
16,86,2,0,1,1,1,29,1,15,0,60,92,1,2,0
16,86,1,1,0,1,1,26,1,10,1,92,94,1,1,0
16,86,1,1,0,1,1,18,2,15,1,100,98,1,1,0
16,86,1,1,0,1,1,29,1,15,0,60,92,1,2,0
16,86,1,1,2,1,1,26,1,10,1,92,94,1,1,0
16,86,1,1,2,1,1,18,2,15,1,100,98,1,1,0
16,86,1,1,2,1,1,29,1,15,0,60,92,1,2,0
16,86,1,0,2,1,1,26,1,10,1,92,94,1,1,0
16,86,1,0,2,1,1,18,2,15,1,100,98,1,1,0
16,86,1,0,2,1,1,29,1,15,0,60,92,1,2,0
16,86,0,0,0,1,1,26,1,10,1,92,94,1,1,0
16,86,0,0,0,1,1,18,2,15,1,100,98,1,1,0
16,86,0,0,0,1,1,29,1,15,0,60,92,1,2,0
24,77,0,0,1,1,0,22,0,13,1,99,66,0,0,2
24,77,0,0,1,1,0,19,1,13,0,82,51,1,2,3
24,77,0,0,1,1,0,26,3,16,0,76,62,1,0,2
24,77,0,0,1,1,0,19,2,10,1,71,62,0,1,2
24,77,2,0,2,1,0,22,0,13,1,99,66,0,0,2
24,77,2,0,2,1,0,19,1,13,0,82,51,1,2,3
24,77,2,0,2,1,0,26,3,16,0,76,62,1,0,2
24,77,2,0,2,1,0,19,2,10,1,71,62,0,1,2
24,77,1,0,2,1,0,22,0,13,1,99,66,0,0,2
24,77,1,0,2,1,0,19,1,13,0,82,51,1,2,3
24,77,1,0,2,1,0,26,3,16,0,76,62,1,0,2
24,77,1,0,2,1,0,19,2,10,1,71,62,0,1,2
26,67,2,1,0,1,0,26,1,0,1,91,82,0,0,1
26,67,2,1,0,1,0,18,0,15,0,75,43,1,1,3
26,67,2,1,0,1,0,19,0,0,1,100,63,1,2,2
26,67,2,0,1,1,0,26,1,0,1,91,82,0,0,1
26,67,2,0,1,1,0,18,0,15,0,75,43,1,1,3
26,67,2,0,1,1,0,19,0,0,1,100,63,1,2,2
26,67,1,1,1,1,0,26,1,0,1,91,82,0,0,1
26,67,1,1,1,1,0,18,0,15,0,75,43,1,1,3
26,67,1,1,1,1,0,19,0,0,1,100,63,1,2,2
26,67,1,0,1,1,0,26,1,0,1,91,82,0,0,1
26,67,1,0,1,1,0,18,0,15,0,75,43,1,1,3
26,67,1,0,1,1,0,19,0,0,1,100,63,1,2,2
26,67,0,1,1,1,0,26,1,0,1,91,82,0,0,1
26,67,0,1,1,1,0,18,0,15,0,75,43,1,1,3
26,67,0,1,1,1,0,19,0,0,1,100,63,1,2,2
26,88,2,1,1,1,1,28,3,4,1,98,62,1,1,2
26,88,2,1,1,1,1,19,1,9,0,55,50,1,2,3
26,88,2,1,1,1,1,28,2,4,1,54,54,1,2,3
26,88,0,0,0,1,1,28,3,4,1,98,62,1,1,2
26,88,0,0,0,1,1,19,1,9,0,55,50,1,2,3
26,88,0,0,0,1,1,28,2,4,1,54,54,1,2,3
26,88,2,0,1,1,1,28,3,4,1,98,62,1,1,2
26,88,2,0,1,1,1,19,1,9,0,55,50,1,2,3
26,88,2,0,1,1,1,28,2,4,1,54,54,1,2,3
26,88,1,1,1,1,1,28,3,4,1,98,62,1,1,2
26,88,1,1,1,1,1,19,1,9,0,55,50,1,2,3
26,88,1,1,1,1,1,28,2,4,1,54,54,1,2,3
15,83,2,0,0,0,0,20,1,5,0,50,93,1,1,0
15,83,2,0,0,0,0,22,2,9,1,69,64,1,1,2
15,83,0,1,1,1,0,20,1,5,0,50,93,1,1,0
15,83,0,1,1,1,0,22,2,9,1,69,64,1,1,2
15,83,1,0,1,1,0,20,1,5,0,50,93,1,1,0
15,83,1,0,1,1,0,22,2,9,1,69,64,1,1,2
15,83,2,1,1,1,0,20,1,5,0,50,93,1,1,0
15,83,2,1,1,1,0,22,2,9,1,69,64,1,1,2
15,83,2,0,0,1,0,20,1,5,0,50,93,1,1,0
15,83,2,0,0,1,0,22,2,9,1,69,64,1,1,2
15,83,0,1,0,1,0,20,1,5,0,50,93,1,1,0
15,83,0,1,0,1,0,22,2,9,1,69,64,1,1,2
22,65,0,0,1,1,0,24,0,11,1,79,42,1,2,3
22,65,2,1,1,1,0,24,0,11,1,79,42,1,2,3
22,65,1,1,0,1,0,24,0,11,1,79,42,1,2,3
22,65,1,0,0,1,0,24,0,11,1,79,42,1,2,3
22,65,1,1,2,1,0,24,0,11,1,79,42,1,2,3
22,65,0,0,1,1,0,24,0,11,1,79,42,1,2,3
22,65,1,0,2,1,0,24,0,11,1,79,42,1,2,3
26,91,0,1,1,1,1,21,0,5,1,95,69,0,1,2
26,91,0,1,1,1,1,23,3,18,0,54,88,0,2,0
26,91,0,1,1,1,1,22,3,17,1,80,89,1,2,0
26,91,1,1,0,1,1,21,0,5,1,95,69,0,1,2
26,91,1,1,0,1,1,23,3,18,0,54,88,0,2,0
26,91,1,1,0,1,1,22,3,17,1,80,89,1,2,0
26,91,1,1,0,1,1,21,0,5,1,95,69,0,1,2
26,91,1,1,0,1,1,23,3,18,0,54,88,0,2,0
26,91,1,1,0,1,1,22,3,17,1,80,89,1,2,0
26,91,1,0,0,1,1,21,0,5,1,95,69,0,1,2
26,91,1,0,0,1,1,23,3,18,0,54,88,0,2,0
26,91,1,0,0,1,1,22,3,17,1,80,89,1,2,0
17,87,1,0,1,1,0,26,0,3,0,66,45,1,0,3
17,87,1,0,1,1,0,24,2,18,0,86,90,1,0,0
17,87,1,1,1,1,0,26,0,3,0,66,45,1,0,3
17,87,1,1,1,1,0,24,2,18,0,86,90,1,0,0
17,87,1,1,2,1,0,26,0,3,0,66,45,1,0,3
17,87,1,1,2,1,0,24,2,18,0,86,90,1,0,0
17,87,2,1,1,1,0,26,0,3,0,66,45,1,0,3
17,87,2,1,1,1,0,24,2,18,0,86,90,1,0,0
17,87,2,1,0,1,0,26,0,3,0,66,45,1,0,3
17,87,2,1,0,1,0,24,2,18,0,86,90,1,0,0
17,87,0,1,1,1,0,26,0,3,0,66,45,1,0,3
17,87,0,1,1,1,0,24,2,18,0,86,90,1,0,0
17,87,1,1,0,1,0,26,0,3,0,66,45,1,0,3
17,87,1,1,0,1,0,24,2,18,0,86,90,1,0,0
17,87,1,1,1,1,0,26,0,3,0,66,45,1,0,3
17,87,1,1,1,1,0,24,2,18,0,86,90,1,0,0
19,65,1,1,0,1,1,21,0,16,1,60,46,1,2,3
19,65,2,1,1,1,1,21,0,16,1,60,46,1,2,3
19,65,0,1,1,1,1,21,0,16,1,60,46,1,2,3
19,65,2,1,0,1,1,21,0,16,1,60,46,1,2,3
19,65,1,0,0,1,1,21,0,16,1,60,46,1,2,3
19,65,1,0,1,1,1,21,0,16,1,60,46,1,2,3
19,65,1,1,0,1,1,21,0,16,1,60,46,1,2,3
19,65,0,0,1,1,1,21,0,16,1,60,46,1,2,3
19,65,1,1,1,1,1,21,0,16,1,60,46,1,2,3
13,88,2,1,2,1,1,29,1,14,1,84,88,1,0,0
13,88,2,1,2,1,1,24,1,6,1,79,47,0,2,3
13,88,1,1,1,1,1,29,1,14,1,84,88,1,0,0
13,88,1,1,1,1,1,24,1,6,1,79,47,0,2,3
13,78,2,1,2,1,1,24,3,2,1,96,50,0,2,3
13,78,2,1,2,1,1,25,3,16,0,62,42,0,2,3
13,78,2,1,2,1,1,21,3,0,1,63,54,0,2,3
13,78,2,1,2,1,1,18,1,17,1,100,71,1,1,1
13,78,2,1,2,1,1,24,3,2,1,96,50,0,2,3
13,78,2,1,2,1,1,25,3,16,0,62,42,0,2,3
13,78,2,1,2,1,1,21,3,0,1,63,54,0,2,3
13,78,2,1,2,1,1,18,1,17,1,100,71,1,1,1
13,78,1,1,1,1,1,24,3,2,1,96,50,0,2,3
13,78,1,1,1,1,1,25,3,16,0,62,42,0,2,3
13,78,1,1,1,1,1,21,3,0,1,63,54,0,2,3
13,78,1,1,1,1,1,18,1,17,1,100,71,1,1,1
13,78,0,1,0,1,1,24,3,2,1,96,50,0,2,3
13,78,0,1,0,1,1,25,3,16,0,62,42,0,2,3
13,78,0,1,0,1,1,21,3,0,1,63,54,0,2,3
13,78,0,1,0,1,1,18,1,17,1,100,71,1,1,1
28,66,2,1,1,1,1,27,3,7,0,79,97,1,2,0
28,66,2,1,1,1,1,20,3,14,1,63,91,1,1,0
28,66,2,1,1,1,1,22,2,5,0,85,41,1,1,3
28,66,1,1,1,1,1,27,3,7,0,79,97,1,2,0
28,66,1,1,1,1,1,20,3,14,1,63,91,1,1,0
28,66,1,1,1,1,1,22,2,5,0,85,41,1,1,3
28,66,1,0,0,1,1,27,3,7,0,79,97,1,2,0
28,66,1,0,0,1,1,20,3,14,1,63,91,1,1,0
28,66,1,0,0,1,1,22,2,5,0,85,41,1,1,3
20,86,1,1,1,1,1,24,3,8,1,89,53,0,1,3
20,86,0,1,1,1,1,24,3,8,1,89,53,0,1,3
20,86,1,1,2,1,1,24,3,8,1,89,53,0,1,3
20,86,2,0,1,1,1,24,3,8,1,89,53,0,1,3
20,86,2,0,1,1,1,24,3,8,1,89,53,0,1,3
20,86,1,0,0,1,1,24,3,8,1,89,53,0,1,3
20,86,1,1,0,1,1,24,3,8,1,89,53,0,1,3
20,86,1,0,1,1,1,24,3,8,1,89,53,0,1,3
26,75,2,1,2,1,1,28,2,18,1,66,86,1,2,0
26,75,1,0,0,1,1,28,2,18,1,66,86,1,2,0
26,75,1,0,1,1,1,28,2,18,1,66,86,1,2,0
26,75,1,1,1,1,1,28,2,18,1,66,86,1,2,0
26,75,0,1,1,1,1,28,2,18,1,66,86,1,2,0
26,75,2,0,1,1,1,28,2,18,1,66,86,1,2,0
26,75,0,1,1,1,1,28,2,18,1,66,86,1,2,0
22,98,2,0,0,0,0,19,1,20,0,52,75,0,2,1
22,98,2,0,0,0,0,29,0,16,1,58,66,1,2,2
22,98,0,1,1,0,0,19,1,20,0,52,75,0,2,1
22,98,0,1,1,0,0,29,0,16,1,58,66,1,2,2
22,98,0,1,1,1,0,19,1,20,0,52,75,0,2,1
22,98,0,1,1,1,0,29,0,16,1,58,66,1,2,2
22,98,1,0,0,1,0,19,1,20,0,52,75,0,2,1
22,98,1,0,0,1,0,29,0,16,1,58,66,1,2,2
22,98,1,1,1,1,0,19,1,20,0,52,75,0,2,1
22,98,1,1,1,1,0,29,0,16,1,58,66,1,2,2
22,98,1,1,0,1,0,19,1,20,0,52,75,0,2,1
22,98,1,1,0,1,0,29,0,16,1,58,66,1,2,2
22,98,0,0,1,1,0,19,1,20,0,52,75,0,2,1
22,98,0,0,1,1,0,29,0,16,1,58,66,1,2,2
22,98,1,0,2,1,0,19,1,20,0,52,75,0,2,1
22,98,1,0,2,1,0,29,0,16,1,58,66,1,2,2
16,73,1,0,1,1,1,24,1,20,1,68,69,0,1,2
16,73,0,1,1,1,1,24,1,20,1,68,69,0,1,2
16,73,1,1,0,1,1,24,1,20,1,68,69,0,1,2
16,73,1,1,0,1,1,24,1,20,1,68,69,0,1,2
16,73,1,1,1,1,1,24,1,20,1,68,69,0,1,2
16,73,2,1,1,1,1,24,1,20,1,68,69,0,1,2
16,73,2,1,0,1,1,24,1,20,1,68,69,0,1,2
29,96,0,1,1,1,1,28,1,5,1,90,59,0,0,2
29,96,0,1,1,1,1,19,3,1,1,72,90,0,1,0
29,96,0,1,1,1,1,20,2,20,1,50,84,0,2,1
29,96,2,1,0,1,1,28,1,5,1,90,59,0,0,2
29,96,2,1,0,1,1,19,3,1,1,72,90,0,1,0
29,96,2,1,0,1,1,20,2,20,1,50,84,0,2,1
29,96,2,0,2,0,1,28,1,5,1,90,59,0,0,2
29,96,2,0,2,0,1,19,3,1,1,72,90,0,1,0
29,96,2,0,2,0,1,20,2,20,1,50,84,0,2,1
29,96,1,0,0,1,1,28,1,5,1,90,59,0,0,2
29,96,1,0,0,1,1,19,3,1,1,72,90,0,1,0
29,96,1,0,0,1,1,20,2,20,1,50,84,0,2,1
20,71,1,1,1,1,0,25,2,14,0,68,81,1,0,1
20,71,1,1,1,1,0,25,2,14,0,68,81,1,0,1
20,71,1,0,2,1,0,25,2,14,0,68,81,1,0,1
20,71,1,1,1,0,0,25,2,14,0,68,81,1,0,1
20,71,1,0,1,1,0,25,2,14,0,68,81,1,0,1
29,92,1,0,1,1,0,26,2,19,1,96,60,1,2,2
29,92,1,0,1,1,0,24,2,8,1,72,89,1,1,0
29,92,1,1,0,1,0,26,2,19,1,96,60,1,2,2
29,92,1,1,0,1,0,24,2,8,1,72,89,1,1,0
25,70,1,0,1,1,0,23,0,19,1,65,75,1,2,1
25,70,1,0,1,1,0,24,0,7,1,75,78,0,0,1
25,70,1,1,0,0,0,23,0,19,1,65,75,1,2,1
25,70,1,1,0,0,0,24,0,7,1,75,78,0,0,1
25,70,1,0,1,1,0,23,0,19,1,65,75,1,2,1
25,70,1,0,1,1,0,24,0,7,1,75,78,0,0,1
25,70,1,0,0,1,0,23,0,19,1,65,75,1,2,1
25,70,1,0,0,1,0,24,0,7,1,75,78,0,0,1
25,70,0,0,1,0,0,23,0,19,1,65,75,1,2,1
25,70,0,0,1,0,0,24,0,7,1,75,78,0,0,1
21,77,1,1,1,1,1,23,3,20,1,73,47,0,2,3
21,77,1,1,1,1,1,18,0,1,1,97,50,1,2,3
21,77,0,1,1,1,1,23,3,20,1,73,47,0,2,3
21,77,0,1,1,1,1,18,0,1,1,97,50,1,2,3
21,77,2,1,0,0,1,23,3,20,1,73,47,0,2,3
21,77,2,1,0,0,1,18,0,1,1,97,50,1,2,3
21,77,1,0,2,1,1,23,3,20,1,73,47,0,2,3
21,77,1,0,2,1,1,18,0,1,1,97,50,1,2,3
21,77,0,1,1,1,1,23,3,20,1,73,47,0,2,3
21,77,0,1,1,1,1,18,0,1,1,97,50,1,2,3
21,77,0,1,0,1,1,23,3,20,1,73,47,0,2,3
21,77,0,1,0,1,1,18,0,1,1,97,50,1,2,3
21,77,1,0,0,1,1,23,3,20,1,73,47,0,2,3
21,77,1,0,0,1,1,18,0,1,1,97,50,1,2,3
21,77,0,1,1,1,1,23,3,20,1,73,47,0,2,3
21,77,0,1,1,1,1,18,0,1,1,97,50,1,2,3
21,77,1,1,1,1,1,23,3,20,1,73,47,0,2,3
21,77,1,1,1,1,1,18,0,1,1,97,50,1,2,3
18,81,0,1,1,1,0,25,2,2,1,65,87,1,0,0
18,81,0,1,1,1,0,23,0,3,0,95,77,1,2,1
18,81,0,1,2,1,0,25,2,2,1,65,87,1,0,0
18,81,0,1,2,1,0,23,0,3,0,95,77,1,2,1
18,81,1,1,0,1,0,25,2,2,1,65,87,1,0,0
18,81,1,1,0,1,0,23,0,3,0,95,77,1,2,1
18,81,1,1,1,1,0,25,2,2,1,65,87,1,0,0
18,81,1,1,1,1,0,23,0,3,0,95,77,1,2,1
8,61,1,1,1,1,1,25,3,8,1,70,73,0,2,1
8,61,1,1,1,1,1,27,3,11,0,92,84,0,0,1
19,69,2,1,2,1,1,18,0,1,0,71,96,0,0,0
19,69,2,1,2,1,1,28,1,2,0,68,84,0,2,1
19,69,1,1,2,1,1,18,0,1,0,71,96,0,0,0
19,69,1,1,2,1,1,28,1,2,0,68,84,0,2,1
19,69,1,1,1,0,1,18,0,1,0,71,96,0,0,0
19,69,1,1,1,0,1,28,1,2,0,68,84,0,2,1
19,69,1,1,1,1,1,18,0,1,0,71,96,0,0,0
19,69,1,1,1,1,1,28,1,2,0,68,84,0,2,1
19,69,1,1,1,1,1,18,0,1,0,71,96,0,0,0
19,69,1,1,1,1,1,28,1,2,0,68,84,0,2,1
19,69,1,1,1,1,1,18,0,1,0,71,96,0,0,0
19,69,1,1,1,1,1,28,1,2,0,68,84,0,2,1
19,69,1,1,0,0,1,18,0,1,0,71,96,0,0,0
19,69,1,1,0,0,1,28,1,2,0,68,84,0,2,1
19,69,0,0,1,1,1,18,0,1,0,71,96,0,0,0
19,69,0,0,1,1,1,28,1,2,0,68,84,0,2,1
29,78,2,1,0,1,1,22,1,12,0,65,71,1,2,1
29,78,1,0,1,1,1,22,1,12,0,65,71,1,2,1
29,78,1,1,2,1,1,22,1,12,0,65,71,1,2,1
29,78,1,1,1,1,1,22,1,12,0,65,71,1,2,1
17,67,1,1,2,1,0,29,1,9,0,52,69,0,0,2
17,67,1,1,2,1,0,28,2,18,1,78,70,1,0,1
17,67,2,1,1,1,0,29,1,9,0,52,69,0,0,2
17,67,2,1,1,1,0,28,2,18,1,78,70,1,0,1
17,67,1,1,1,1,0,29,1,9,0,52,69,0,0,2
17,67,1,1,1,1,0,28,2,18,1,78,70,1,0,1
17,67,1,1,1,1,0,29,1,9,0,52,69,0,0,2
17,67,1,1,1,1,0,28,2,18,1,78,70,1,0,1
17,67,1,0,1,1,0,29,1,9,0,52,69,0,0,2
17,67,1,0,1,1,0,28,2,18,1,78,70,1,0,1
17,67,1,0,1,1,0,29,1,9,0,52,69,0,0,2
17,67,1,0,1,1,0,28,2,18,1,78,70,1,0,1
17,67,1,0,1,1,0,29,1,9,0,52,69,0,0,2
17,67,1,0,1,1,0,28,2,18,1,78,70,1,0,1
17,67,1,1,2,1,0,29,1,9,0,52,69,0,0,2
17,67,1,1,2,1,0,28,2,18,1,78,70,1,0,1
17,67,0,1,1,1,0,29,1,9,0,52,69,0,0,2
17,67,0,1,1,1,0,28,2,18,1,78,70,1,0,1
15,95,1,0,1,1,1,20,0,12,0,64,64,0,2,2
15,95,1,0,1,1,1,22,1,6,1,79,41,0,0,3
15,95,1,0,1,1,1,20,2,16,1,80,53,1,1,3
15,95,0,1,0,1,1,20,0,12,0,64,64,0,2,2
15,95,0,1,0,1,1,22,1,6,1,79,41,0,0,3
15,95,0,1,0,1,1,20,2,16,1,80,53,1,1,3
15,95,1,1,0,1,1,20,0,12,0,64,64,0,2,2
15,95,1,1,0,1,1,22,1,6,1,79,41,0,0,3
15,95,1,1,0,1,1,20,2,16,1,80,53,1,1,3
15,95,1,0,1,0,1,20,0,12,0,64,64,0,2,2
15,95,1,0,1,0,1,22,1,6,1,79,41,0,0,3
15,95,1,0,1,0,1,20,2,16,1,80,53,1,1,3
15,95,2,1,1,1,1,20,0,12,0,64,64,0,2,2
15,95,2,1,1,1,1,22,1,6,1,79,41,0,0,3
15,95,2,1,1,1,1,20,2,16,1,80,53,1,1,3
17,88,2,1,0,1,1,20,0,7,0,95,66,0,1,2
17,88,2,1,0,1,1,26,1,15,1,64,79,1,0,1
17,88,2,1,0,1,1,29,1,16,1,69,46,1,2,3
17,88,2,1,0,1,1,24,2,15,1,53,61,0,1,2
17,88,1,1,1,1,1,20,0,7,0,95,66,0,1,2
17,88,1,1,1,1,1,26,1,15,1,64,79,1,0,1
17,88,1,1,1,1,1,29,1,16,1,69,46,1,2,3
17,88,1,1,1,1,1,24,2,15,1,53,61,0,1,2
17,88,0,0,1,0,1,20,0,7,0,95,66,0,1,2
17,88,0,0,1,0,1,26,1,15,1,64,79,1,0,1
17,88,0,0,1,0,1,29,1,16,1,69,46,1,2,3
17,88,0,0,1,0,1,24,2,15,1,53,61,0,1,2
17,88,2,1,1,0,1,20,0,7,0,95,66,0,1,2
17,88,2,1,1,0,1,26,1,15,1,64,79,1,0,1
17,88,2,1,1,0,1,29,1,16,1,69,46,1,2,3
17,88,2,1,1,0,1,24,2,15,1,53,61,0,1,2
25,63,2,1,1,1,1,20,3,18,0,82,82,1,2,1
25,63,2,1,1,1,1,23,3,15,1,79,55,1,2,2
25,63,2,1,1,1,1,20,0,1,1,55,45,1,0,3
25,63,1,1,1,1,1,20,3,18,0,82,82,1,2,1
25,63,1,1,1,1,1,23,3,15,1,79,55,1,2,2
25,63,1,1,1,1,1,20,0,1,1,55,45,1,0,3
25,63,1,1,1,1,1,20,3,18,0,82,82,1,2,1
25,63,1,1,1,1,1,23,3,15,1,79,55,1,2,2
25,63,1,1,1,1,1,20,0,1,1,55,45,1,0,3
25,63,0,0,2,1,1,20,3,18,0,82,82,1,2,1
25,63,0,0,2,1,1,23,3,15,1,79,55,1,2,2
25,63,0,0,2,1,1,20,0,1,1,55,45,1,0,3
17,86,2,0,2,1,1,19,0,12,0,92,97,1,1,0
17,86,2,0,2,1,1,26,1,0,0,54,95,1,1,0
17,86,2,0,2,1,1,24,3,20,1,88,73,1,2,1
17,86,0,0,0,0,1,19,0,12,0,92,97,1,1,0
17,86,0,0,0,0,1,26,1,0,0,54,95,1,1,0
17,86,0,0,0,0,1,24,3,20,1,88,73,1,2,1
17,86,1,1,0,1,1,19,0,12,0,92,97,1,1,0
17,86,1,1,0,1,1,26,1,0,0,54,95,1,1,0
17,86,1,1,0,1,1,24,3,20,1,88,73,1,2,1
17,86,1,0,1,0,1,19,0,12,0,92,97,1,1,0
17,86,1,0,1,0,1,26,1,0,0,54,95,1,1,0
17,86,1,0,1,0,1,24,3,20,1,88,73,1,2,1
17,86,1,1,1,1,1,19,0,12,0,92,97,1,1,0
17,86,1,1,1,1,1,26,1,0,0,54,95,1,1,0
17,86,1,1,1,1,1,24,3,20,1,88,73,1,2,1
17,86,2,1,1,1,1,19,0,12,0,92,97,1,1,0
17,86,2,1,1,1,1,26,1,0,0,54,95,1,1,0
17,86,2,1,1,1,1,24,3,20,1,88,73,1,2,1
17,86,2,1,1,1,1,19,0,12,0,92,97,1,1,0
17,86,2,1,1,1,1,26,1,0,0,54,95,1,1,0
17,86,2,1,1,1,1,24,3,20,1,88,73,1,2,1
17,86,2,0,1,1,1,19,0,12,0,92,97,1,1,0
17,86,2,0,1,1,1,26,1,0,0,54,95,1,1,0
17,86,2,0,1,1,1,24,3,20,1,88,73,1,2,1
23,98,0,1,0,1,0,28,3,2,0,76,89,0,0,0
23,98,0,1,0,1,0,22,0,1,0,99,84,1,0,1
23,98,0,1,0,1,0,20,2,19,1,59,46,0,2,3
23,98,1,0,2,1,0,28,3,2,0,76,89,0,0,0
23,98,1,0,2,1,0,22,0,1,0,99,84,1,0,1
23,98,1,0,2,1,0,20,2,19,1,59,46,0,2,3
23,98,2,1,1,1,0,28,3,2,0,76,89,0,0,0
23,98,2,1,1,1,0,22,0,1,0,99,84,1,0,1
23,98,2,1,1,1,0,20,2,19,1,59,46,0,2,3
23,98,2,1,0,1,0,28,3,2,0,76,89,0,0,0
23,98,2,1,0,1,0,22,0,1,0,99,84,1,0,1
23,98,2,1,0,1,0,20,2,19,1,59,46,0,2,3
26,70,0,1,1,1,0,28,0,18,0,77,54,0,2,3
26,70,0,1,1,1,0,22,1,14,1,89,92,0,0,0
26,70,0,1,1,1,0,19,1,20,1,73,43,1,2,3
26,70,2,1,1,1,0,28,0,18,0,77,54,0,2,3
26,70,2,1,1,1,0,22,1,14,1,89,92,0,0,0
26,70,2,1,1,1,0,19,1,20,1,73,43,1,2,3
16,97,1,1,0,1,1,20,3,6,1,74,85,1,2,0
16,97,1,1,0,1,1,26,2,19,1,71,99,1,2,0
16,97,1,1,0,1,1,21,3,3,0,74,94,1,2,0
16,97,1,1,0,1,1,21,0,4,1,60,54,0,1,3
16,97,1,1,0,1,1,20,3,6,1,74,85,1,2,0
16,97,1,1,0,1,1,26,2,19,1,71,99,1,2,0
16,97,1,1,0,1,1,21,3,3,0,74,94,1,2,0
16,97,1,1,0,1,1,21,0,4,1,60,54,0,1,3
16,97,0,1,1,1,1,20,3,6,1,74,85,1,2,0
16,97,0,1,1,1,1,26,2,19,1,71,99,1,2,0
16,97,0,1,1,1,1,21,3,3,0,74,94,1,2,0
16,97,0,1,1,1,1,21,0,4,1,60,54,0,1,3
16,97,0,1,2,1,1,20,3,6,1,74,85,1,2,0
16,97,0,1,2,1,1,26,2,19,1,71,99,1,2,0
16,97,0,1,2,1,1,21,3,3,0,74,94,1,2,0
16,97,0,1,2,1,1,21,0,4,1,60,54,0,1,3
18,89,1,1,1,1,0,28,3,5,1,81,68,1,0,2
18,89,1,1,1,1,0,25,1,8,1,99,94,1,1,0
18,89,1,1,1,1,0,29,0,0,0,80,40,0,1,3
18,89,1,1,1,1,0,23,3,10,1,84,58,0,2,2
18,89,1,1,1,1,0,28,3,19,0,63,74,0,2,1
18,89,2,1,0,1,0,28,3,5,1,81,68,1,0,2
18,89,2,1,0,1,0,25,1,8,1,99,94,1,1,0
18,89,2,1,0,1,0,29,0,0,0,80,40,0,1,3
18,89,2,1,0,1,0,23,3,10,1,84,58,0,2,2
18,89,2,1,0,1,0,28,3,19,0,63,74,0,2,1
18,89,0,1,0,1,0,28,3,5,1,81,68,1,0,2
18,89,0,1,0,1,0,25,1,8,1,99,94,1,1,0
18,89,0,1,0,1,0,29,0,0,0,80,40,0,1,3
18,89,0,1,0,1,0,23,3,10,1,84,58,0,2,2
18,89,0,1,0,1,0,28,3,19,0,63,74,0,2,1
18,89,0,1,1,1,0,28,3,5,1,81,68,1,0,2
18,89,0,1,1,1,0,25,1,8,1,99,94,1,1,0
18,89,0,1,1,1,0,29,0,0,0,80,40,0,1,3
18,89,0,1,1,1,0,23,3,10,1,84,58,0,2,2
18,89,0,1,1,1,0,28,3,19,0,63,74,0,2,1
18,89,1,1,1,1,0,28,3,5,1,81,68,1,0,2
18,89,1,1,1,1,0,25,1,8,1,99,94,1,1,0
18,89,1,1,1,1,0,29,0,0,0,80,40,0,1,3
18,89,1,1,1,1,0,23,3,10,1,84,58,0,2,2
18,89,1,1,1,1,0,28,3,19,0,63,74,0,2,1
11,91,1,0,1,1,1,27,3,1,1,57,46,1,2,3
